"","seed1","team1","seed2","team2","score1","score2","winner","region","upset","year","Conf_team1","W_team1","L_team1","PPG_team1","PPG_Allowed_team1","Pace_team1","MOV_team1","SOS_team1","OSRS_team1","DSRS_team1","Adj_ORtg_team1","Adj_DRtg_team1","Conf_team2","W_team2","L_team2","PPG_team2","PPG_Allowed_team2","Pace_team2","MOV_team2","SOS_team2","OSRS_team2","DSRS_team2","Adj_ORtg_team2","Adj_DRtg_team2"
"237",5,"Arizona State",12,"UCF",60,45,"Arizona State","region4","no",2019,"Pac-12",22,11,65.4,58.2,66.2,7.18,16.55,7.03,16.7,72.93,34.61,"AAC",26,7,61.2,55.8,69,5.39,7.3,0.77,11.92,61.96,38.12
"238",4,"Miami (FL)",13,"Florida Gulf Coast",69,62,"Miami (FL)","region4","no",2019,"ACC",25,9,73.6,63.5,72.7,10.03,11.61,13.41,8.23,76.32,40.84,"A-Sun",28,5,75.3,57,69.9,18.27,-5.17,6.14,5.69,62.74,41.1
"239",6,"South Dakota State",11,"Quinnipiac",76,65,"South Dakota State","region4","no",2019,"Summit",28,7,79,62.6,70.1,16.37,5.08,14.27,7.18,74.87,40.91,"MAAC",26,7,65.2,51.3,68.4,13.94,-3.86,-0.09,10.16,61.1,40.89
"240",3,"Syracuse",14,"Fordham",70,49,"Syracuse","region4","no",2019,"ACC",25,9,77.2,67.2,75.8,10,13.2,17.3,5.9,76.61,40.06,"A-10",25,9,60.2,54.4,62.6,5.79,-0.33,-3.53,9,65.3,50.11
"241",7,"Texas",10,"Indiana",65,69,"Indiana","region4","yes",2019,"Big 12",23,10,70.5,62,70.6,8.55,12.57,10.46,10.65,71.3,38.15,"Big Ten",21,13,69.1,65.5,73,3.56,12.28,9.25,6.59,68.79,41.87
"242",2,"Oregon",15,"Portland State",78,40,"Oregon","region4","no",2019,"Pac-12",33,5,84.9,63,69.2,21.95,17.37,26.17,11.61,92.78,37.06,"Big Sky",25,8,70.8,60.3,72,10.42,-3.18,1.32,4.59,53.7,42.99
"243",1,"Mississippi State",9,"Clemson",85,61,"Mississippi State","region4","no",2019,"SEC",33,3,86.2,58.2,73.6,27.97,10.79,26.27,12.49,91.33,33.46,"ACC",20,13,69.1,67,78,2.12,12.14,7.93,6.33,62.5,36.75
"244",5,"Arizona State",4,"Miami (FL)",57,55,"Arizona State","region4","yes",2019,"Pac-12",22,11,65.4,58.2,66.2,7.18,16.55,7.03,16.7,72.93,34.61,"ACC",25,9,73.6,63.5,72.7,10.03,11.61,13.41,8.23,76.32,40.84
"245",6,"South Dakota State",3,"Syracuse",75,64,"South Dakota State","region4","yes",2019,"Summit",28,7,79,62.6,70.1,16.37,5.08,14.27,7.18,74.87,40.91,"ACC",25,9,77.2,67.2,75.8,10,13.2,17.3,5.9,76.61,40.06
"246",10,"Indiana",2,"Oregon",68,91,"Oregon","region4","no",2019,"Big Ten",21,13,69.1,65.5,73,3.56,12.28,9.25,6.59,68.79,41.87,"Pac-12",33,5,84.9,63,69.2,21.95,17.37,26.17,11.61,92.78,37.06
"247",1,"Mississippi State",5,"Arizona State",76,53,"Mississippi State","region4","no",2019,"SEC",33,3,86.2,58.2,73.6,27.97,10.79,26.27,12.49,91.33,33.46,"Pac-12",22,11,65.4,58.2,66.2,7.18,16.55,7.03,16.7,72.93,34.61
"248",6,"South Dakota State",2,"Oregon",53,63,"Oregon","region4","no",2019,"Summit",28,7,79,62.6,70.1,16.37,5.08,14.27,7.18,74.87,40.91,"Pac-12",33,5,84.9,63,69.2,21.95,17.37,26.17,11.61,92.78,37.06
"249",1,"Mississippi State",2,"Oregon",84,88,"Oregon","region4","yes",2019,"SEC",33,3,86.2,58.2,73.6,27.97,10.79,26.27,12.49,91.33,33.46,"Pac-12",33,5,84.9,63,69.2,21.95,17.37,26.17,11.61,92.78,37.06
"250",1,"Baylor",2,"Oregon",72,67,"Baylor","final four","no",2019,"Big 12",37,1,81.7,55.7,73.4,26.03,15.66,22.15,19.54,86.57,24.34,"Pac-12",33,5,84.9,63,69.2,21.95,17.37,26.17,11.61,92.78,37.06
"251",1,"Notre Dame",2,"UConn",81,76,"Notre Dame","final four","no",2019,"ACC",35,4,88.6,64.9,77,23.64,17.1,29.85,10.88,92.45,32.93,"AAC",35,3,82.8,56.6,72.5,26.21,11.91,22.98,15.15,89.33,31.51
"252",1,"Baylor",1,"Notre Dame",82,81,"Baylor","championship","no",2019,"Big 12",37,1,81.7,55.7,73.4,26.03,15.66,22.15,19.54,86.57,24.34,"ACC",35,4,88.6,64.9,77,23.64,17.1,29.85,10.88,92.45,32.93
"253",1,"UConn",16,"Saint Francis (PA)",140,52,"UConn","region1","no",2018,"AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.21,23.51,"NEC",24,10,80,73.2,75.4,6.79,-8.2,11.33,-13.5,56.85,55.73
"254",8,"Miami (FL)",9,"Quinnipiac",72,86,"Quinnipiac","region1","yes",2018,"ACC",21,11,71.1,64.1,72.7,6.97,10.84,10.05,7.76,65.6,37.75,"MAAC",28,6,71.8,58.9,68.4,12.88,-0.88,6.31,5.7,65.28,45.59
"255",5,"Duke",12,"Belmont",72,58,"Duke","region1","no",2018,"ACC",24,9,68.8,56.3,71.1,12.48,11.59,9.13,14.94,72.77,35.21,"OVC",31,4,77.6,59.7,68.7,17.91,-4.23,9.34,3.49,71.29,49.92
"256",4,"Georgia",13,"Mercer",68,63,"Georgia","region1","no",2018,"SEC",26,7,67,57.6,71.9,9.36,9.22,5.56,13.02,62.17,32.95,"Southern",30,3,70.7,54.9,69.2,15.79,-5.34,4.5,5.95,67.89,47.34
"257",6,"South Florida",11,"Buffalo",79,102,"Buffalo","region1","yes",2018,"AAC",26,8,75.2,63,68.8,12.24,9.94,13.87,8.31,79.44,45.3,"MAC",29,6,78.1,65.1,74.9,12.97,4.3,13.78,3.49,66.4,40.32
"258",3,"Florida State",14,"Little Rock",91,49,"Florida State","region1","no",2018,"ACC",26,7,81,64.3,71.2,16.7,11.23,21.63,6.3,83.17,41.86,"Sun Belt",23,10,59.7,53.8,66.6,5.88,-1.24,-7.35,11.98,55.74,43.19
"259",7,"California",10,"Virginia",62,68,"Virginia","region1","yes",2018,"Pac-12",21,11,69,65.9,68.5,3.09,13.53,9.89,6.74,65.06,40.56,"ACC",19,14,62.1,61.2,69,0.91,14.81,3.17,12.55,64.29,39.32
"260",2,"South Carolina",15,"North Carolina A&T",63,52,"South Carolina","region1","no",2018,"SEC",29,7,75.2,61.2,73.8,14.03,13.31,15.89,11.45,75.88,36.15,"MEAC",23,9,66.5,58.3,69.7,8.22,-9.93,-4.99,0.43,42.37,43.15
"261",1,"UConn",9,"Quinnipiac",71,46,"UConn","region1","no",2018,"AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.21,23.51,"MAAC",28,6,71.8,58.9,68.4,12.88,-0.88,6.31,5.7,65.28,45.59
"262",5,"Duke",4,"Georgia",66,40,"Duke","region1","yes",2018,"ACC",24,9,68.8,56.3,71.1,12.48,11.59,9.13,14.94,72.77,35.21,"SEC",26,7,67,57.6,71.9,9.36,9.22,5.56,13.02,62.17,32.95
"263",11,"Buffalo",3,"Florida State",86,65,"Buffalo","region1","yes",2018,"MAC",29,6,78.1,65.1,74.9,12.97,4.3,13.78,3.49,66.4,40.32,"ACC",26,7,81,64.3,71.2,16.7,11.23,21.63,6.3,83.17,41.86
"264",10,"Virginia",2,"South Carolina",56,66,"South Carolina","region1","no",2018,"ACC",19,14,62.1,61.2,69,0.91,14.81,3.17,12.55,64.29,39.32,"SEC",29,7,75.2,61.2,73.8,14.03,13.31,15.89,11.45,75.88,36.15
"265",1,"UConn",5,"Duke",72,59,"UConn","region1","no",2018,"AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.21,23.51,"ACC",24,9,68.8,56.3,71.1,12.48,11.59,9.13,14.94,72.77,35.21
"266",11,"Buffalo",2,"South Carolina",63,79,"South Carolina","region1","no",2018,"MAC",29,6,78.1,65.1,74.9,12.97,4.3,13.78,3.49,66.4,40.32,"SEC",29,7,75.2,61.2,73.8,14.03,13.31,15.89,11.45,75.88,36.15
"267",1,"UConn",2,"South Carolina",94,65,"UConn","region1","no",2018,"AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.21,23.51,"SEC",29,7,75.2,61.2,73.8,14.03,13.31,15.89,11.45,75.88,36.15
"268",1,"Mississippi State",16,"Nicholls State",95,50,"Mississippi State","region2","no",2018,"SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71,"Southland",19,14,65.2,64.8,68.5,0.45,-5.62,-3.44,-3.78,44.72,48.24
"269",8,"Syracuse",9,"Oklahoma State",57,84,"Oklahoma State","region2","yes",2018,"ACC",22,9,73.1,66.6,75.8,6.52,9.81,13.18,3.14,72.39,46.38,"Big 12",21,11,78.3,67.6,72.4,10.72,12.89,17.76,5.85,76.07,41.12
"270",5,"Maryland",12,"Princeton",77,57,"Maryland","region2","no",2018,"Big Ten",26,8,79.6,64.1,73,15.5,10.1,18.31,7.28,78.96,41.04,"Ivy",24,6,67.6,55.1,72.7,12.53,1.79,3.96,10.36,67.6,42.9
"271",4,"NC State",13,"Elon",62,35,"NC State","region2","no",2018,"ACC",26,9,66.8,57.2,70.1,9.54,12.97,7.13,15.38,69.11,34.32,"CAA",25,8,71.2,57.5,71,13.79,-0.14,6,6.45,59.75,40.13
"272",6,"Iowa",11,"Creighton",70,76,"Creighton","region2","yes",2018,"Big Ten",24,8,78.7,68.9,72.5,9.81,9.93,16.39,3.35,73.71,43.37,"Big East",19,13,69.7,67.4,67,2.25,12.33,8.73,5.86,72.93,49.27
"273",3,"UCLA",14,"American",71,60,"UCLA","region2","no",2018,"Pac-12",27,8,75.5,63.5,71.5,11.94,17.03,17.01,11.96,77.94,34.89,"Patriot",26,7,64.2,57.8,68.2,6.39,-3.44,-0.76,3.71,58.39,50.43
"274",7,"Arizona State",10,"Nebraska",73,62,"Arizona State","region2","no",2018,"Pac-12",22,13,67.8,57.8,66.2,10.03,13.37,7.52,15.88,72.79,37,"Big Ten",21,11,68.8,63.6,74.1,5.16,9.78,6.16,8.78,66.1,42.53
"275",2,"Texas",15,"Maine",83,54,"Texas","region2","no",2018,"Big 12",28,7,80.7,64.1,70.6,16.66,15.59,21.77,10.48,77.49,33.1,"AEC",23,10,65.5,56.6,65.6,8.88,-0.91,-1.09,6.4,57.29,45.67
"276",1,"Mississippi State",9,"Oklahoma State",71,56,"Mississippi State","region2","no",2018,"SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71,"Big 12",21,11,78.3,67.6,72.4,10.72,12.89,17.76,5.85,76.07,41.12
"277",5,"Maryland",4,"NC State",60,74,"NC State","region2","no",2018,"Big Ten",26,8,79.6,64.1,73,15.5,10.1,18.31,7.28,78.96,41.04,"ACC",26,9,66.8,57.2,70.1,9.54,12.97,7.13,15.38,69.11,34.32
"278",11,"Creighton",3,"UCLA",64,86,"UCLA","region2","no",2018,"Big East",19,13,69.7,67.4,67,2.25,12.33,8.73,5.86,72.93,49.27,"Pac-12",27,8,75.5,63.5,71.5,11.94,17.03,17.01,11.96,77.94,34.89
"279",7,"Arizona State",2,"Texas",65,85,"Texas","region2","no",2018,"Pac-12",22,13,67.8,57.8,66.2,10.03,13.37,7.52,15.88,72.79,37,"Big 12",28,7,80.7,64.1,70.6,16.66,15.59,21.77,10.48,77.49,33.1
"280",1,"Mississippi State",4,"NC State",71,57,"Mississippi State","region2","no",2018,"SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71,"ACC",26,9,66.8,57.2,70.1,9.54,12.97,7.13,15.38,69.11,34.32
"281",3,"UCLA",2,"Texas",84,75,"UCLA","region2","yes",2018,"Pac-12",27,8,75.5,63.5,71.5,11.94,17.03,17.01,11.96,77.94,34.89,"Big 12",28,7,80.7,64.1,70.6,16.66,15.59,21.77,10.48,77.49,33.1
"282",1,"Mississippi State",3,"UCLA",89,73,"Mississippi State","region2","no",2018,"SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71,"Pac-12",27,8,75.5,63.5,71.5,11.94,17.03,17.01,11.96,77.94,34.89
"283",1,"Louisville",16,"Boise State",74,42,"Louisville","region3","no",2018,"ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,82.22,30.83,"MWC",23,10,68.4,61.8,71.7,6.61,0.6,2.08,3.1,50.74,41.3
"284",8,"Marquette",9,"Dayton",84,65,"Marquette","region3","no",2018,"Big East",24,10,80.2,70.8,74.5,9.44,10.69,19.92,0.22,77.54,46.53,"A-10",23,7,73.3,62.1,71.5,11.2,1.31,9.75,2.76,68.48,47.31
"285",5,"Missouri",12,"Florida Gulf Coast",70,80,"Florida Gulf Coast","region3","yes",2018,"SEC",24,8,69.8,61,66,8.75,10.09,7.88,10.97,73.31,43.08,"A-Sun",31,5,78.2,60.4,69.9,17.75,-4.02,9.56,2.36,65.14,45.77
"286",4,"Stanford",13,"Gonzaga",82,68,"Stanford","region3","no",2018,"Pac-12",24,11,68.7,62.7,72,6.09,17.47,10.45,13.11,70.38,33.78,"WCC",27,6,72.3,59.5,68.2,12.82,2.05,6.73,8.14,59.15,38.25
"287",6,"Oregon State",11,"Western Kentucky",82,58,"Oregon State","region3","no",2018,"Pac-12",26,8,72.6,58.9,68.7,13.76,12.48,12.01,14.23,75.21,35.94,"CUSA",24,9,75.3,63.5,69.5,11.85,0.41,9.78,2.1,69.79,49.25
"288",3,"Tennessee",14,"Liberty",100,60,"Tennessee","region3","no",2018,"SEC",25,8,77.6,64.3,75.6,13.27,13.19,17.14,9.32,72.28,33.8,"Big South",24,10,64.7,55,68.8,9.68,-8.24,-3.77,4.44,52.64,48.03
"289",7,"Michigan",10,"Northern Colorado",75,61,"Michigan","region3","no",2018,"Big Ten",23,10,74.9,62.5,72.5,12.42,9.35,11.99,9.78,73.4,40.03,"Big Sky",26,7,70.2,63.9,70.4,6.33,0.46,3.28,3.52,61.21,48.36
"290",2,"Baylor",15,"Grambling",96,46,"Baylor","region3","no",2018,"Big 12",33,2,86.1,56.1,73.4,29.97,12.61,25.42,17.16,84.96,26.41,"SWAC",19,14,66.4,68,76.9,-1.61,-10.36,-4.62,-7.35,45.54,55.55
"291",1,"Louisville",8,"Marquette",90,72,"Louisville","region3","no",2018,"ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,82.22,30.83,"Big East",24,10,80.2,70.8,74.5,9.44,10.69,19.92,0.22,77.54,46.53
"292",12,"Florida Gulf Coast",4,"Stanford",70,90,"Stanford","region3","no",2018,"A-Sun",31,5,78.2,60.4,69.9,17.75,-4.02,9.56,2.36,65.14,45.77,"Pac-12",24,11,68.7,62.7,72,6.09,17.47,10.45,13.11,70.38,33.78
"293",6,"Oregon State",3,"Tennessee",66,59,"Oregon State","region3","yes",2018,"Pac-12",26,8,72.6,58.9,68.7,13.76,12.48,12.01,14.23,75.21,35.94,"SEC",25,8,77.6,64.3,75.6,13.27,13.19,17.14,9.32,72.28,33.8
"294",7,"Michigan",2,"Baylor",58,80,"Baylor","region3","no",2018,"Big Ten",23,10,74.9,62.5,72.5,12.42,9.35,11.99,9.78,73.4,40.03,"Big 12",33,2,86.1,56.1,73.4,29.97,12.61,25.42,17.16,84.96,26.41
"295",1,"Louisville",4,"Stanford",86,59,"Louisville","region3","no",2018,"ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,82.22,30.83,"Pac-12",24,11,68.7,62.7,72,6.09,17.47,10.45,13.11,70.38,33.78
"296",6,"Oregon State",2,"Baylor",72,67,"Oregon State","region3","yes",2018,"Pac-12",26,8,72.6,58.9,68.7,13.76,12.48,12.01,14.23,75.21,35.94,"Big 12",33,2,86.1,56.1,73.4,29.97,12.61,25.42,17.16,84.96,26.41
"297",1,"Louisville",6,"Oregon State",76,43,"Louisville","region3","no",2018,"ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,82.22,30.83,"Pac-12",26,8,72.6,58.9,68.7,13.76,12.48,12.01,14.23,75.21,35.94
"298",1,"Notre Dame",16,"Cal State Northridge",99,81,"Notre Dame","region4","no",2018,"ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81,"Big West",19,16,65.2,64.5,69.6,0.74,-1.67,-3.77,2.37,49.52,47.81
"299",8,"South Dakota State",9,"Villanova",74,81,"Villanova","region4","yes",2018,"Summit",26,7,78.2,62.2,70.1,16,2.59,12.93,5.75,70.87,42.99,"Big East",23,9,67.5,61,64.8,6.5,9.19,6.63,9.06,74.83,48.76
"300",5,"DePaul",12,"Oklahoma",90,79,"DePaul","region4","no",2018,"Big East",27,8,82.9,70.8,74.4,12.11,10.88,21.95,1.04,78.79,44.72,"Big 12",16,15,76,72.7,79.9,3.32,18.06,17.36,4.03,72.33,40.1
"301",4,"Texas A&M",13,"Drake",89,76,"Texas A&M","region4","no",2018,"SEC",26,10,77.7,68.5,71,9.17,13.67,18.02,4.82,79.9,44.78,"MVC",26,8,82.4,67.4,75.1,15,-0.53,17.08,-4.48,72.95,52.42
"302",6,"LSU",11,"Central Michigan",69,78,"Central Michigan","region4","yes",2018,"SEC",19,10,66.3,61.7,66.6,4.69,10.89,5.06,10.52,65.45,40.08,"MAC",30,5,82.3,70.8,72.6,11.54,5.54,16.97,-1.02,74.76,51.28
"303",3,"Ohio State",14,"George Washington",87,45,"Ohio State","region4","no",2018,"Big Ten",28,7,85,71.1,71.2,13.89,13.62,24.97,2.54,81.49,41.88,"A-10",19,14,59.7,58.5,65.6,1.21,4.37,-4.77,10.36,59.06,46.97
"304",7,"Green Bay",10,"Minnesota",77,89,"Minnesota","region4","yes",2018,"Horizon",29,4,65.6,47.4,64.8,18.18,2.77,1.09,19.85,67.85,32.07,"Big Ten",24,9,84.9,74.8,70,10.12,9.41,22.87,-3.34,75.67,47.33
"305",2,"Oregon",15,"Seattle",88,45,"Oregon","region4","no",2018,"Pac-12",33,5,82.4,63.6,69.2,18.82,14.58,22.23,11.2,86.94,37.41,"WAC",18,15,68.2,68.5,71.1,-0.36,-4.17,0.42,-4.96,51.52,54.04
"306",1,"Notre Dame",9,"Villanova",98,72,"Notre Dame","region4","no",2018,"ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81,"Big East",23,9,67.5,61,64.8,6.5,9.19,6.63,9.06,74.83,48.76
"307",5,"DePaul",4,"Texas A&M",79,80,"Texas A&M","region4","no",2018,"Big East",27,8,82.9,70.8,74.4,12.11,10.88,21.95,1.04,78.79,44.72,"SEC",26,10,77.7,68.5,71,9.17,13.67,18.02,4.82,79.9,44.78
"308",11,"Central Michigan",3,"Ohio State",95,78,"Central Michigan","region4","yes",2018,"MAC",30,5,82.3,70.8,72.6,11.54,5.54,16.97,-1.02,74.76,51.28,"Big Ten",28,7,85,71.1,71.2,13.89,13.62,24.97,2.54,81.49,41.88
"309",10,"Minnesota",2,"Oregon",73,101,"Oregon","region4","no",2018,"Big Ten",24,9,84.9,74.8,70,10.12,9.41,22.87,-3.34,75.67,47.33,"Pac-12",33,5,82.4,63.6,69.2,18.82,14.58,22.23,11.2,86.94,37.41
"310",1,"Notre Dame",4,"Texas A&M",90,84,"Notre Dame","region4","no",2018,"ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81,"SEC",26,10,77.7,68.5,71,9.17,13.67,18.02,4.82,79.9,44.78
"311",11,"Central Michigan",2,"Oregon",69,83,"Oregon","region4","no",2018,"MAC",30,5,82.3,70.8,72.6,11.54,5.54,16.97,-1.02,74.76,51.28,"Pac-12",33,5,82.4,63.6,69.2,18.82,14.58,22.23,11.2,86.94,37.41
"312",1,"Notre Dame",2,"Oregon",84,74,"Notre Dame","region4","no",2018,"ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81,"Pac-12",33,5,82.4,63.6,69.2,18.82,14.58,22.23,11.2,86.94,37.41
"313",1,"UConn",1,"Notre Dame",89,91,"Notre Dame","final four","no",2018,"AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.21,23.51,"ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81
"314",1,"Mississippi State",1,"Louisville",73,63,"Mississippi State","final four","no",2018,"SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71,"ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,82.22,30.83
"315",1,"Notre Dame",1,"Mississippi State",61,58,"Notre Dame","championship","no",2018,"ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81,"SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71
